airtable_record_id,createdTime,Item-ID (SKU),Status Import,Article Name (Displayed),Description,Stock Amount,Stock - Amount Sold,Stock - Remaining,Stock - Status,Source,Category,Supplier,Item-Number (Supplier Logic),Item-Name (Supplier Logic),Item Link (Supplier Logic),Exhibitor Shop - Item (True/False),Exhibitor Shop - Product Visibility,Exhibitor Shop - Item Order,Exhibitor Shop - Purchase note to customer (extern),Exhibitor Shop - Stock Tracking (True/False),Exhibitor Shop - Status,Price - Net EK,Price - Brutto EK,Umlagefähige Kosten,Price - Margin,Price - Minimum,Price - Selling Price (Net),Price Formula Field,VAT rate (%),Exhibitor Shop - Product URL,Exhibitor Shop - Attribute,Exhibitor Shop - Attribute Name,Exhibitor Shop - Attribute Value,Price - Discount Max Range,Price - Discount Max Range (%),Comment (Internal),TO BE CREATED - LINK TO BUNDLE,Product-Data (Bundles),Record_ID,Front Picture (files),Gallery Pictures (files),AI assist (files),Bild (files)
recF4s7EJjcFX2Fc4,2025-06-19T13:25:26.000Z,I-24308,Imported,USB C Hub 11 in 1,"4K HDMI @60Hz, 4K DisplayPort @60Hz, 2x USB A 2.0, USB A 3.0, USB C 3.0, USB C USB C PD/Power/Input, Ethernet, SD, Micro SD, Audio / 3,5mm Klinke",10,,10,instock,Messe-Shop,Technik,Milo,,,https://www.milo-rental.com/detail/2171/dockingstation__usb_c_hub_11_in_1_mieten.html,TRUE,Visible,,,,publish,11.25,13.3875,,0.2,13.5,13.5,13.5,7,,,,,0,0,,,,recF4s7EJjcFX2Fc4,2171_mittel_newsletter.jpg,2171_mittel_newsletter.jpg,,"71jq-Zqs6OL._AC_UF894,1000_QL80_.jpg"
recFJUKs8iX8761N9,2025-09-17T12:16:37.000Z,I-36848,Imported,Eigenproduktion Stand - Premium (18qm) ,"Dieser Stand inkludiert: 
- 18qm Grundfläche 
- Stromanschluss (230V) 
- Standbeleuchtung
- Standreinigung (Einmalig vor erstem Öffnungstag)",20,,20,instock,Hubspot,Standflaeche,,,,,,,,,,,,0,,,0,16900,0,7,,,,,16900,100,,,,recFJUKs8iX8761N9,,,,
recFRjujrfjn0K80H,2025-12-15T12:12:42.000Z,I-54341,Imported,Coffee Station - Eigenbau (18qm),"Grundfläche für die Bereitstellung einer Coffee Station als Markenaktivierung. Dies inkludiert: 
- 18qm Grundfläche 
- 16A-Stromanschluss 
- Wasseranschluss kann nach Verbrauch hinzugefügt werden",,,0,outofstock,Hubspot,Branding ,,,,,,,,,,,,0,,,0,16900,0,7,,,,,16900,100,,,,recFRjujrfjn0K80H,,,,
recGZadTgGMaWxLhu,2026-01-20T12:33:25.000Z,I-80350,Imported,"Astra Urtyp 27x 0,33 ltr ","Astra Urtyp, Paket mit 27 Flaschen à 0,33 Liter. Kultbier aus Hamburg.",50,,50,instock,Messe-Shop,Standgastronomie,Kaefer,5461,"Astra Urtyp, Paket mit 27 Flaschen à 0,33 Liter. Kultbier aus Hamburg.",,TRUE,Visible,,,,publish,45.91,54.63289999999999,,0.12,51.419200000000004,51.4,51.419200000000004,7,,,,,-0.01920000000000499,-0.037354085603122554,,,,recGZadTgGMaWxLhu,URTYP.jpg,URTYP.jpg,,URTYP.jpg
recGtAkNWYEm2hckN,2026-01-20T12:33:25.000Z,I-25762,Imported,Granini Apfelsaft 6x 1 ltr,"Apfelsaft, Paket mit 6 Flaschen à 1 Liter. ",50,,50,instock,Messe-Shop,Standgastronomie,Kaefer,1544,"Apfelsaft, Paket mit 6 Flaschen à 1 Liter. ",,TRUE,Visible,,,,publish,38.41,45.707899999999995,,0.12,43.0192,43,43.0192,7,,,,,-0.019199999999997885,-0.04465116279069276,,,,recGtAkNWYEm2hckN,576e556e-4d19-4e37-af61-a1e7b280287f.png,576e556e-4d19-4e37-af61-a1e7b280287f.png,,576e556e-4d19-4e37-af61-a1e7b280287f.png
recI1Osn0kc75tpDE,2026-01-20T12:56:50.000Z,I-83562,Imported,"Käfer Pinot Grigio (6x 0,75 ltr)","Weißwein, 6er-Paket",50,,50,instock,Messe-Shop,Standgastronomie,Kaefer,35850,"Weißwein, 6er-Paket",,TRUE,Visible,,,,publish,144.01,171.37189999999998,,0.12,161.2912,161.3,161.2912,7,,,,,0.008800000000007913,0.005455672659645327,,,,recI1Osn0kc75tpDE,"61iToZ6mzgL._AC_UF1000,1000_QL80_.jpg","61iToZ6mzgL._AC_UF1000,1000_QL80_.jpg",,"61iToZ6mzgL._AC_UF1000,1000_QL80_.jpg"
recIB537DblGrlOQX,2025-09-08T15:29:16.000Z,I-79031,Imported,All-Inclusive Lounge (18qm) ,"Diese Lounge inkludiert: 
- 18qm Grundfläche 
- 6m Rückwand (bedruckt mit Stoffbanner) 
- 1x Couch 
- 2x Sessel 
- 2x Stühle
- 1x Bistrotisch
- 1x Beistelltisch
- Stromanschluss (230V) 
- Standbeleuchtung
- Standreinigung (Einmalig vor erstem Öffnungstag)",2,,2,instock,Hubspot,Standflaeche,,,,,,,,,,,,0,,,0,24900,0,7,,,,,24900,100,,,,recIB537DblGrlOQX,,,,
recIMoT2nd5b1XDx4,2025-09-17T12:24:19.000Z,I-52557,,Stage Branding - Insight Stage,"Das Bühnenbranding beinhaltet eine komplette Bühne im Design des Partners - produziert und umgesetzt durch ChefTreff inklusive visueller Gestaltung. 
",,,0,outofstock,Hubspot,Branding ,,,,,,,,,,,,0,,,0,,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recIMoT2nd5b1XDx4,,,,
recIoYeaVGlctqGfC,2025-06-20T10:59:41.000Z,I-15453,,Wasseranschluss mobil (Kanisterlösung),"Flexible Wasserlösung über Kanistersystem, ideal für kleine Bedarfe ohne festen Anschluss.",,,0,outofstock,Hubspot, Infrastruktur – Versorgung & Anschluesse,CCH,,,,FALSE,,,,,,300,357,,0.2,360,,360,7,,,,,-360,"{""specialValue"": ""-Infinity""}",,,,recIoYeaVGlctqGfC,,,,
recIuAaXkAoD0Pvui,2025-06-19T13:25:26.000Z,I-77269,Imported,HDMI-Kabel,"Hochwertiges HDMI-Kabel mit 1,5 Metern Länge für zuverlässige Übertragung von Bild und Ton.",40,,40,instock,Messe-Shop,Technik,Mavolin,,,,TRUE,Visible,,,,publish,5.5,6.545,,0.2,6.6,6.6,6.6,7,,,,,0,0,,,,recIuAaXkAoD0Pvui,ASSET_MMS_88175866.webp,ASSET_MMS_84317736.webp,,hdmmxmhs.main.jpg
recJ7ye8jePDGNrrN,2025-06-23T16:54:31.000Z,I-80822,,Logo-Platzierung in Company Tour-Kommunikation,"Dein Logo in allen Kommunikationsmitteln zur Company Tour, erhöhe deine Sichtbarkeit bei Teilnehmern und Partnern.",,,0,outofstock,Hubspot,Company Tours ,Branding,,,,,,,,,,,0,,0.2,0,,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recJ7ye8jePDGNrrN,,,,
recJOT1cyJtZYQ2gx,2025-06-19T13:25:26.000Z,I-12774,,,,,,0,outofstock,,,,,,,,,,,,,,0,,,0,,0,,,,,,0,"{""specialValue"": ""NaN""}",,,,recJOT1cyJtZYQ2gx,,,,
recJdPvetzK0MQUyz,2026-01-06T13:19:54.000Z,I-46799,Imported,Moderation Magnettafel Whiteboard/Profilz-Pinnwand,"Fahrbare Magnettafel und Whiteboard mit Profil-Pinnwand-Funktion. Gesamtgröße B190 x H200 cm mit einer Nutzfläche von 180 x 90 cm. Ideal für Präsentationen, Moderationen und als mobile Schreibfläche.",5,,5,instock,Messe-Shop,Mobiliar ,PartyRent,2297,Moderation Magnettafel Whiteboard/Profilz-Pinnwand,https://www.party.rent/de/product/moderation-magnettafel-whiteboard-profilz-pinnwand-profiline-2297,TRUE,Visible,,,,publish,245.01,291.5619,,0.2,294.012,294,294.012,7,,,,,-0.012000000000000455,-0.004081632653061379,,,,recJdPvetzK0MQUyz,2297.jpg,Image_January_8_2026_3_13_PM-v1.webp; Image_January_8_2026_3_13_PM-v2.webp; Image_January_8_2026_3_13_PM-v3.webp,Image_January_8_2026_3_13_PM-v1.webp; Image_January_8_2026_3_13_PM-v2.webp; Image_January_8_2026_3_13_PM-v3.webp,
recJibXGHDPxCdoEt,2025-06-23T16:54:31.000Z,I-83267,,Strategische Beratung zur Tour-Positionierung,"Individuelle Beratung, wie deine Company Tour-Teilnahme optimal positioniert und ins Gesamtprogramm integriert wird.",,,0,outofstock,Hubspot,Company Tours ,ChefTreff,,,,,,,,,,,0,,0.2,0,,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recJibXGHDPxCdoEt,,,,
recJxbv5S2oJQmXET,2025-06-19T15:58:14.000Z,I-20024,,,,,,0,outofstock,,,,,,,,,,,,,,0,,,0,,0,,,,,,0,"{""specialValue"": ""NaN""}",,,,recJxbv5S2oJQmXET,,,,
recKAyvfykXi1rpB0,2025-07-24T08:04:30.000Z,I-65476,Imported,"All-Inclusive Stand - Start-Up (1,5qm)","Dieser Stand inkludiert: 
- 1,5qm Grundfläche 
- Beachflag (bedrucktes Stoffbanner) 
- 2x Barhocker
- 1x Brückentisch
- Stromanschluss (230V) 
- Standbeleuchtung
- Standreinigung (Einmalig vor erstem Öffnungstag)",10,,10,instock,Hubspot,Standflaeche,ChefTreff,,,,,,,,,,,0,,0.2,0,2900,0,7,,,,,2900,100,,,I-65476,recKAyvfykXi1rpB0,,,,
recL54cBdow52rtPQ,2025-12-12T15:36:09.000Z,I-63965,Imported,Powerbank Branding ,"Branding von zwei Powerbank Stationen sowie der entsprechenden Powerbanks 
",1,,1,instock,Hubspot,Branding ,,,,,,,,,,,,0,,,0,4900,0,7,,,,,4900,100,,,,recL54cBdow52rtPQ,,,,
recLDmQAhjl5Idc7E,2025-10-02T15:56:11.000Z,I-79198,Imported,Aftermovie Company ,Individueller 60 Sekunden Aftermovie mit eigenen O-Tönen und Bildern für eine optimale Kommunikation nach dem Summit. ,5,,5,instock,Messe-Shop,Specials,ChefTreff,,,,TRUE,Visible,,,,publish,2500.01,2975.0119,,0.56,3900.0156000000006,3900,3900.0156000000006,7,,,,,-0.015600000000631553,-0.00040000000001619366,,,,recLDmQAhjl5Idc7E,Bildschirmfoto 2026-02-11 um 11.05.02.png,Bildschirmfoto 2026-02-11 um 11.05.02.png; Bildschirmfoto 2026-02-11 um 11.05.44.png; Bildschirmfoto 2026-02-11 um 11.06.06.png,,
recLvWBLn5oxJOVDk,2025-06-19T13:25:26.000Z,I-20917,Imported,HDMI-Kabel USB C,"Hochwertiges HDMI-Kabel mit 1,5 Metern Länge für zuverlässige Übertragung von Bild und Ton.",40,,40,instock,Messe-Shop,Technik,Mavolin,,,,TRUE,Visible,,,,publish,5.5,6.545,,0.2,6.6,6.6,6.6,7,,,,,0,0,,,,recLvWBLn5oxJOVDk,ASSET_MMS_140639693.jpeg,ASSET_MMS_140639688.webp,,71XrIB8qqvL.jpg
recMVryuOu4BT4Edu,2025-06-20T10:59:38.000Z,I-76440,,Stromanschluss 230V,"Standard-Stromanschluss 230V, bereits im Paket enthalten, als Basiseinheit in der Kalkulation zu berücksichtigen",,,0,outofstock,Hubspot, Infrastruktur – Versorgung & Anschluesse,CCH,,,,FALSE,,,,,,144.12,171.5028,,0.2,172.944,,172.944,7,,,,,-172.944,"{""specialValue"": ""-Infinity""}",,; ; ; ,I-39709; I-50131; I-39740; I-65476,recMVryuOu4BT4Edu,,,,
recMW3jVvvnxst9q0,2025-06-20T10:33:03.000Z,I-63206,Imported,Fotobooth (Digital) (Auf Anfrage),Stylische Fotobox/GIF Box mit gebrandetem Hintergrund – Teilnehmer erstellen und teilen eigene Erinnerungsfotos. - bitte meldet euch bei Konrad ([e-mail entfernt]),2,,2,instock,Messe-Shop,Specials,ChefTreff,,,,TRUE,Visible,,,,publish,0,0,,0.2,0,0,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recMW3jVvvnxst9q0,250425_18_58_Cheftreff25_PennoAgency_SQ_130.jpg,250425_13_14_Cheftreff25_PennoAgency_SQ_6.jpg; 250425_18_58_Cheftreff25_PennoAgency_SQ_130.jpg; 250425_18_59_Cheftreff25_PennoAgency_SQ_131.jpg,,
recMZSESSktq58Hjr,2025-09-08T15:36:17.000Z,I-37096,,Masterclass-Track,"Exklusives Branding eines gesamten Masterclass-Raums, komplette grafische Besetzung durch deine Marke.",,,0,outofstock,Hubspot,Branding ,,,,,,,,,,,,0,,,0,,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recMZSESSktq58Hjr,,,,
recMnqS6K1Wl4ucxp,2026-02-25T14:21:49.000Z,I-34973,Imported,Branded Macarons (auf Anfrage),"Macaronpyramide mit verschiedenen Sorten und Farben mit eurem Firmenlogo als Druck

80 x Macarons mit Logodruck a 450€ netto
(Auf Anfrage) - bitte meldet euch bei Konrad ([e-mail entfernt])",1,,1,instock,Messe-Shop,Standgastronomie,Kaefer,,,,TRUE,Visible,,,,publish,0,0,,0,0,0,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recMnqS6K1Wl4ucxp,Branded Macorns.webp,Branded Macorns.webp,,7120SRvbf7L.jpg
recNCZToGjQqsvqiO,2026-03-14T11:25:32.000Z,I-12346,Imported,Theke weiß,"Elegante weiße Theke, Länge 2m, Tiefe 75cm, Höhe 95cm)",3,,3,instock,Messe-Shop,Mobiliar ,PartyRent,72306,Theke weiß B200*T70*H95 cm mit Deckblatt weiß,https://www.party.rent/de/product/theke-weiß-b200-t70-h95-cm-mit-deckblatt-weiß-72306,TRUE,Visible,,,,publish,249,296.31,,0.2,298.8,298.8,298.8,7,,,,,0,0,,,,recNCZToGjQqsvqiO,72306.jpg,72306_A1.jpg; 72306_A3-2.jpg; 72306.jpg,,
recNLHBk1DUirIWAO,2025-06-23T16:55:03.000Z,I-85973,Imported,Company Tour Spot,"75 Minuten Slot vor Ort zur freien inhaltlichen Gestaltung 
",3,,3,instock,Hubspot,Company Tours ,ChefTreff,,,,TRUE,,,,,,,0,,0.2,0,5900,0,7,,,,,5900,100,,,,recNLHBk1DUirIWAO,,,,
recNwr6hz6HuJxhDw,2025-06-19T13:25:26.000Z,I-23323,Imported,Eiswagen inkl. Personal + Eis (Auf Anfrage),"Hamburgs bestes Eis bei euch auf dem Stand! Über 80 Sorten verfügbar, Inkl. 2x Personal und Eis (14 x Eiswanne je 5 L) für 500 Kugeln pro Tag (1000 Gesamt)! Nur auf Anfrage - bitte meldet euch bei Konrad ([e-mail entfernt])",2,,2,instock,Messe-Shop,Standgastronomie,Kaefer,,Eis im nostalgischen Eiswagen,,TRUE,Visible,,,,publish,0,0,,0.2,0,0,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recNwr6hz6HuJxhDw,Event_186-1024x683 (1).jpg,Event_104-1024x683.jpg; Event_167-1024x683.jpg; Event_186-1024x683 (1).jpg,,
recOl1p2DIjUEqkth,2025-06-23T16:52:18.000Z,I-13822,,Erwähnung im Gipfel-Newsletter,"Deine Marke in unserem Gipfel-Newsletter, direkte Ansprache der Community mit hoher Reichweite vor dem Event.",,,0,outofstock,Hubspot,Hackathon ,Branding,,,,,,,,,,,0,,0.2,0,,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recOl1p2DIjUEqkth,,,,
recOl1tlyaOnKdC5d,2025-07-18T12:07:34.000Z,I-46500,Imported,Tickets - Talente,,9000,,9000,instock,Hubspot,Tickets,ChefTreff,,,,,,,,,,,0,,0.2,0,,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recOl1tlyaOnKdC5d,,,,
recPCWtuXK66oM10s,2025-09-08T14:04:05.000Z,I-47045,Imported,Company Tour Branding,"Das Branding inkludiert: 
- Logo Einbindung in die Tour Kommunikation
- Logo Einbindung am Bus ",,,0,outofstock,Hubspot,Branding ,,,,,TRUE,,,,,,,0,,,0,,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recPCWtuXK66oM10s,,,,
recPFejtdv1lil5Cc,2025-09-08T15:12:45.000Z,I-23430,Imported,Hackathon Partner Branding,"Das Branding inkludiert: 
- Logo Einbindung Website 
- Logo Einbindung Event-App 
- Partner-Profil Event App 
- Logo Einbindung Hackathon Kommunikation 
- Logo Einbinndung Werbemittel 
",,,0,outofstock,Hubspot,Branding ,,,,,TRUE,,,,,,,0,,,0,,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recPFejtdv1lil5Cc,,,,
recPJDWKhqgkAFgkW,2025-06-20T11:11:15.000Z,I-73593,,1qm Teppich Standard ,"Standardteppich ist in der Standfläche inkludiert, dient als interne Kalkulationsgrundlage und Nachhaltigkeitsfaktor.",,,0,outofstock,Hubspot,Standbau ,Messebau,,,,,,,,,,6.58,7.8302,,0.2,7.896,,7.896,7,,,,,-7.896,"{""specialValue"": ""-Infinity""}",,; ; ,I-39709; I-50131; I-39740,recPJDWKhqgkAFgkW,,,,
recPgbTxbFWiPlpng,2025-06-19T13:25:26.000Z,I-94569,Imported,100 Cocktailgläser (0.3l) aus Kunststoff,"Dieses Jahr setzen wir auf eine sichere und praktische Lösung und verzichten bewusst auf herkömmliche Glasgläser, um das Verletzungsrisiko zu minimieren. Solltet ihr etwas ausschenken wollen, bieten wir hier hochwertige, wiederverwendbare Alternativen an, die ihr ganz einfach über uns buchen könnt. So sorgen wir gemeinsam für ein sicheres und stilvolles Messeerlebnis! Die Gläser werden in Packs von 100 ausgegeben und sind nur in der Größe 0.3L vorhanden. WICHTIG: Wenn ihr Becher bei uns bestellt, nehmt ihr verpflichtend an unserem nachhhaltigen Pfandsystem Teil, mehr Informationen findet ihr hier: https://cheftreff.notion.site/Pfand-Brand-Partner-Teilnehmer-30017aa69eee8081a2e7f0b8db246c35?pvs=74",20,,20,instock,Messe-Shop,Standgastronomie,CupConcept,,Cocktail Cup | Der Cocktail Becher aus Kunststoff 0.3,https://cupconcept.com/de-de/produkte/mehrwegbecher/cocktail-cup/,TRUE,Visible,,,,publish,36,42.839999999999996,,0.2,43.199999999999996,43.2,43.199999999999996,7,,,,,7.105427357601002e-15,1.6447748512965283e-14,,,,recPgbTxbFWiPlpng,csm_cocktail-cup_d9fe51141b.png,Image_January_7_2026_4_03_PM-v1.jpeg; Image_January_7_2026_4_03_PM-v2.jpeg; Image_January_7_2026_4_03_PM-v3.jpeg,Image_January_7_2026_4_03_PM-v1.jpeg; Image_January_7_2026_4_03_PM-v2.jpeg; Image_January_7_2026_4_03_PM-v3.jpeg,
recQ7N0r4sdIrtlgU,2025-06-23T16:51:35.000Z,I-44753,,Logo auf Welcome-Banner beim Hack,Dein Logo auf dem zentralen Welcome-Banner – prominent platziert und von allen Hackathon-Teilnehmern gesehen.,,,0,outofstock,Hubspot,Hackathon ,Branding,,,,,,,,,,,0,,0.2,0,,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recQ7N0r4sdIrtlgU,,,,
recQUVWowLCDU5eMp,2025-06-20T10:36:51.000Z,I-33666,,,,,,0,outofstock,,,,,,,,,,,,,,0,,,0,,0,,,,,,0,"{""specialValue"": ""NaN""}",,,,recQUVWowLCDU5eMp,,,,
recQasNsUcYYuqtUp,2025-06-20T11:04:44.000Z,I-33612,,1m Rückwand mit Monitorhalterung,"Standardrückwand mit integrierter Monitorhalterung, bei hinzubuchen eines Monitors, interne Einheit zur Kalkulation, nicht separat im Shop auswählbar.",,,0,outofstock,Hubspot,Standbau ,Messebau,,,,,,,,,,1250,1487.5,,0.2,1500,,1500,7,,,,,-1500,"{""specialValue"": ""-Infinity""}",,; ; ,I-39709; I-50131; I-39740,recQasNsUcYYuqtUp,,,,
recQfzQWBO2n3OZTP,2025-09-17T12:15:05.000Z,I-70618,,Premium Partner Branding,tbd,,,0,outofstock,Hubspot,Branding ,,,,,,,,,,,,0,,,0,,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recQfzQWBO2n3OZTP,,,,
recQwKnYzdY0yri3H,2025-06-19T13:25:26.000Z,I-53422,Imported,Kleiner Zitronenbaum,"Majestätisches Zitronenbäumchen mit einer Höhe von 1,8 m – bringt mediterranes Flair und echtes Dolce Vita pur auf deinen Messestand. Ein dekoratives Highlight mit Charme! Inkl. schickem Korb als Topf.",10,,10,instock,Messe-Shop,Pflanzen,Pflanzen Ludwig,,Kleiner Zitronenbaum (mit Korbtopf),https://www.pflanzenvermietung-ludwig.de/pflanzenverleih/mietpflanzen.html,TRUE,Visible,,,,publish,100,119,,0.2,120,120,120,7,,,,,0,0,,,,recQwKnYzdY0yri3H,Design-ohne-Titel-51-819x1024.png,Image_January_7_2026_4_21_PM-v1.webp; Image_January_7_2026_4_21_PM-v2.webp; Image_January_7_2026_4_21_PM-v3.webp,Image_January_7_2026_4_21_PM-v1.webp; Image_January_7_2026_4_21_PM-v2.webp; Image_January_7_2026_4_21_PM-v3.webp,zitronenbaum.jpg
recR8GGUHwEyAf7Ww,2025-06-20T10:59:41.000Z,I-83972,,LAN-Anschluss (1x Zugang),"Fester LAN-Zugang, schnelle, stabile und sichere Verbindung direkt am Stand.",,,0,outofstock,Hubspot, Infrastruktur – Versorgung & Anschluesse,CCH,,,,FALSE,,,,,,120,142.79999999999998,,0.2,144,,144,7,,,,,-144,"{""specialValue"": ""-Infinity""}",,,,recR8GGUHwEyAf7Ww,,,,
recRNnbRCDeBoEtaL,2025-06-19T13:25:26.000Z,I-69534,Imported,Zinzo Stehtisch,"Eleganter Stehtisch mit einer hochwertigen Massivholzplatte im Bornholm-Stil. Mit kompakten Maßen von 40x40 cm und einer Höhe von 110 cm eignet es sich ideal zur Präsentation von Produkten oder dekorativen Elementen. Zeitlos, stabil und vielseitig einsetzbar.",14,,14,instock,Messe-Shop,Mobiliar ,PartyRent,72030,Zinzo Stehtisch,https://www.party.rent/de/product/zinzo-pedestal-mit-massif-bornholm-l40-b40-h110-cm-72030,TRUE,Visible,,,,publish,60.91,72.48289999999999,,0.2,73.092,73.1,73.092,7,,,,,0.007999999999995566,0.010943912448694346,,,,recRNnbRCDeBoEtaL,Zinz.jpg,Zinz.jpg; Zinz1.jpg; zonz2.jpg,,
recSnmmDwTEx192mW,2025-06-20T10:39:36.000Z,I-72570,,,,,,0,outofstock,,,,,,,,,,,,,,0,,,0,0,0,,,,,,0,"{""specialValue"": ""NaN""}",,,,recSnmmDwTEx192mW,,,,
recTEFx4qvI114RnK,2025-06-19T13:25:26.000Z,I-53563,Imported,Tolix Barhocker,"Moderner und robuster Barhocker im industriellen Stil. In elegantem Schwarz gehalten, überzeugt er durch seine kompakte Größe und komfortable Sitzhöhe von 75 cm. Perfekt für den Einsatz an Stehtischen oder Theken auf Ihrem Messestand.",114,,114,instock,Messe-Shop,Mobiliar ,PartyRent,4782,Tolix Barhocker,https://www.party.rent/de/product/tolix-h-75-stool--barhocker--outdoor-schwarz-b31-t31-h75-cm-4782,TRUE,Visible,,,,publish,27.31,32.4989,,0.2,32.772,32.8,32.772,7,,,,,0.027999999999998693,0.08536585365853261,,; ; ; ,I-39709; I-50131; I-39740; I-65476,recTEFx4qvI114RnK,tol.jpg,tol.jpg; tol1.jpg; tol2.jpg,,
recTbd2bnPM8NKIgT,2025-09-08T15:27:05.000Z,I-10729,,Hackathon Stand,"Dieser Stand inkludiert: 
- 6qm Grundfläche 
- 1x Tisch 
- 2x Stuhl 
- Stromanschluss (230V)
- Standreinigung",5,,5,instock,Hubspot,Hackathon ,,,,,,,,,,,,0,,0.2,0,7900,0,7,,,,,7900,100,,,,recTbd2bnPM8NKIgT,,,,
recTk0ovUPUzflAkd,2025-06-20T10:38:33.000Z,I-70051,,,,,,0,outofstock,,,,,,,,,,,,,,0,,,0,0,0,,,,,,0,"{""specialValue"": ""NaN""}",,,,recTk0ovUPUzflAkd,,,,
recTzfpPtpeKRWix9,2025-06-19T13:25:26.000Z,I-65453,Imported,Lounge Teppich smooth creme,"Flauschig, elegant & einladend: Der Lounge Teppich in creme verleiht eurem Stand eine gemütliche Atmosphäre und lädt eure Besucher zum Verweilen ein.",16,,16,instock,Messe-Shop,Mobiliar ,PartyRent,114083,Lounge Teppich smooth creme,https://www.party.rent/de/product/lounge-teppich-silky-white-175-250-cm-4082,TRUE,Visible,,,,publish,69.45,82.6455,,0.2,83.34,83.3,83.34,7,,,,,-0.04000000000000625,-0.04801920768308074,,,,recTzfpPtpeKRWix9,teppich.jpg,teppich.jpg; teppich2.jpg; teppich3.jpg,,
recUYPXlItUwG0dfk,2025-09-08T15:18:17.000Z,I-23208,Imported,Hackathon Impulse ,15min Impuls im Rahmen des Hackathon,5,,5,instock,Hubspot,Hackathon ,,,,,,,,,,,,0,,0.2,0,7900,0,7,,,,,7900,100,,,,recUYPXlItUwG0dfk,,,,
recUr7CaaM8gfq7yf,2025-06-23T16:55:05.000Z,I-33092,,Company Tour Spot - Engineering,"75 Minuten Slot 
",3,,3,instock,Hubspot,Company Tours ,ChefTreff,,,,,,,,,,,0,,0.2,0,5900,0,7,,,,,5900,100,,,,recUr7CaaM8gfq7yf,,,,
recVc4isTYj5Z7Oyk,2025-06-19T13:25:26.000Z,I-91413,,,,,,0,outofstock,,,,,,,,,,,,,,0,,,0,,0,,,,,,0,"{""specialValue"": ""NaN""}",,,,recVc4isTYj5Z7Oyk,,,,
recVcaoC7LdlAQC5M,2025-06-19T13:25:26.000Z,I-37978,,,,,,0,outofstock,,,,,,,,,,,,,,0,,,0,,0,,,,,,0,"{""specialValue"": ""NaN""}",,,,recVcaoC7LdlAQC5M,,,,
recVkMjTzgw023cSU,2025-06-23T16:52:49.000Z,I-62601,,"Catering-Sponsor für Hack-Teilnehmer (z. B. Lunch, Snacks)","Übernimm das Catering für Hackathon-Teilnehmer, positioniere deine Marke sichtbar bei Lunch, Snacks und Pausenversorgung",,,0,outofstock,Hubspot,Hackathon ,Branding,,,,,,,,,,,0,,0.2,0,,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recVkMjTzgw023cSU,,,,
recVpRBq4P1kMhCz0,2026-01-06T14:04:39.000Z,I-44509,Imported,Stehtisch Bornholm Lang,Eleganter Stehtisch mit Bornholm-Tischplatte und stilvollem Bristol-Tischgestell aus Schwarzstahl. Mit den Maßen 160x80 cm und einer Höhe von 110 cm bietet er Platz für 4 bis 6 Personen. ,3,,3,instock,Messe-Shop,Mobiliar ,PartyRent,60702,Stehtisch Bornholm Lang,https://www.party.rent/de/product/stehtisch-bristol-bornholm-160-80-h110-cm-60702,TRUE,Visible,,,,publish,128.01,152.3319,,0.2,153.612,153.6,153.612,7,,,,,-0.012000000000000455,-0.007812500000000297,,,,recVpRBq4P1kMhCz0,tisch1.jpg,tisch1.jpg; tsich.jpg; tsich3.jpg,,
recW1x3iastbOznQe,2026-01-06T13:16:56.000Z,I-46839,Imported,Flipchart Papier A1,"20 Blatt Flipchart-Papier im A1-Format, passend für unseren Flipchart. Ideal für Präsentationen, Workshops und Meetings. Hochwertiges, beschreibbares Papier für eine optimale Darstellung von Inhalten. (ohne Stift)",10,,10,instock,Messe-Shop,Mobiliar ,PartyRent,2296,Flipchart Papier A1,https://www.party.rent/de/product/papier-a-1-format-20-blatt-für-flipchart--verkauf--2296,TRUE,Visible,,,,publish,29,34.51,,0,29,29,29,7,,,,,0,0,,,,recW1x3iastbOznQe,71aCShiqpWL.jpg,Image_January_8_2026_3_06_PM-v1.webp; Image_January_8_2026_3_06_PM-v2.webp; Image_January_8_2026_3_06_PM-v3.webp,Image_January_8_2026_3_06_PM-v1.webp; Image_January_8_2026_3_06_PM-v2.webp; Image_January_8_2026_3_06_PM-v3.webp,
